nombre_grado,centros
Administración y Dirección de Empresas,"CUNEF Universidad (Privada) Campus MadridPirineos C/ Pirineos, 55 28040 Madrid Tel.: 91 444 51 61 www.cunef.edu info@cunef.edu Centro de Estudios Superiores Cardenal Cisneros (Adscrito de titularidad privada a la Universidad Complutense de Madrid) C/ del General Díaz Porlier, 58 28006 Madrid Tels.: 91 309 61 20 / 91 402 89 81 www.cucisneros.es secretaria@universidadcisneros.es Centro de Estudios Superiores Instituto de Empresa. Centro priva do adscrito a IE University (Privada) (en inglés) Facultad de Ciencias Humanas, Sociales y de Comunicación Paseo de la Castellana, 259 E 28046 Madrid Tel.: 91 568 96 20 www.ie.edu university@ie.eduCES Escorial – María Cristina (Adscrito de titularidad privada a la Universidad Complutense de Madrid) Paseo de los Alamillos, 2 28200 San Lorenzo de El Escorial (Madrid) Tel.: 91 890 45 45 www.rcumariacristina.com contacto@rcumariacristina.com Universidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu ESIC Universidad (Privada) Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid) Tel.: 91 452 41 00 www.esic.edu/university info.madrid@esic.edu 5 Escuela Superior Empresarial de Relaciones Públicas ESERP (Adscrita de titularidad privada a la Universidad Rey Juan Carlos) (también online) C/ Costa Rica, 9 28016 Madrid Tels.: 91 350 12 12 / 900 101 483 www.eserp.com info@eserp.com Universidad de Alcalá (Pública) Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico Pza. de la Victoria, s/n 28802 Alcalá de Henares (Madrid) Tels.: 91 885 43 13 / 16 / 62 www.uah.es sealum.economicas@uah.es Facultad de Ciencias Económicas, Empresariales y Turismo Campus Guadalajara C/ Cifuentes, 28 Edificio Multidepartamental 19003 Guadalajara Tels.: 949 20 96 60 / 87 www.uah.es secretaria.multidepar@uah.es Universidad Alfonso X El Sabio (Privada) Facultad de Estudios Sociales y Lenguas Aplicadas Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.esUniversidad Autónoma de Madrid (Pública) Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco C/ Francisco Tomás y Valiente, 5 28049 Madrid Tels.. 91 497 62 93 / 28 30 www.uam.es grado.ade.economicas@uam.es Universidad San PabloCEU (Privada) (también en inglés) Facultad de Ciencias Económicas y Empresariales Campus de Moncloa C/ Julián Romea, 18 28003 Madrid Tel.: 91 514 04 04 www.uspceu.com info.usp@ceu.es Universidad Internacional de la EmpresaUNIE Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com Campus Tres Cantos Avda. de España, 4. 28760 Tres Cantos (Madrid) Tel.: 91 903 22 01 www.universidadunie.com 6 7 Universidad Complutense de Madrid (Pública) (también en inglés) Facultad de Ciencias Económicas y Empresariales Campus de Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 394 29 99 / 31 50 www.ucm.es informacion@ucm.es Business Administration Internatio nal Dual Degree UCM HWR ( Internacional) (también en inglés) Hochschule für Wirtschaft und Recht Uni versidad de Berlín www.hwrberlin.de/en dos diplomas, uno reconocido en España y otro en Alemania. Universidad a Distancia de MadridUDIMA (Privada) Facultad CC. Económicas y Empresariales Crta. de La Coruña, Km. 38,500 Vía de Servicio. A6 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.esUniversidad Europea de Madrid (Privada) Facultad de CC. Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Facultad de Ciencias Sociales y de la Co municación Campus Alcobendas Avda. de Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 211 50 10 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. de Pozuelo a Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 351 03 03 / 91 709 14 00 www.ufv.es info@ufv.es Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Económicas y Empresariales C/ de la Senda del Rey, 11 28040 Madrid Tels.: 91 398 63 04 / 06 / 07 / 08 www.uned.es negociado.economicas@adm.uned.es 6 7 Centro de Educación Superior CEDEU (Adscrito de titularidad privada a la Universidad Rey Juan Carlos) (también online) C/ José Picón, 7 28028 Madrid Tel.: 91 725 44 39 www.cedeu.es info@cedeu.es Centro Universitario Gestión IEB Global (Adscrito de titularidad privada a la Universidad Rey Juan Carlos) C/ Alfonso XI, 6 28014 Madrid Tel.: 91 524 06 15 www.ieb.es info@ieb.es CES de Negocios, Innovación y Tecnología IUNIT (Adscrita de titularidad privada a la Universidad Rey Juan Carlos) (también online) C/ Alfonso Rodríguez Santa María, 19 28002 Madrid Tlf. 91 064 44 13 www.iunit.edu.es/ info@iunit.edu.es Universidad Pontificia Comillas (ICAIICADE) (Privada) Facultad de Ciencias Económicas y Empresariales C/ Alberto Aguilera, 23 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Facultad de Ciencias de la Economía y de la Empresa Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias de la Economía y de la Empresa (también en inglés y online) Campus de Madrid Paseo Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.es Facultad de Ciencias de la Economía y de la Empresa Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es"
Dirección y Gestión de Empresas en el Ámbito Digital,"Universidad Rey Juan Carlos (Pública) Facultad de Ciencias de la Economía y de la Empresa Campus Madrid Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid) Tel.: 91 488 70 26 www.urjc.es madrid.secretariaalumnos@urjc.es ESIC Universidad (Privada) Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid) Tel.: 91 452 41 00 www.esic.edu/university info.madrid@esic.edu"
"Creación, Administración y Dirección de Empresas","Universidad Antonio de Nebrija (Privada) Facultad de Economía y Empresa Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.es"
"Creación, Administración y Dirección de Empresas","Universidad Rey Juan Carlos (Pública) (semipresencial) Facultad de Ciencias de la Economía y de la Empresa Campus de Madrid Paseo Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.es"
Emprendimiento y Gestión de Empresas,"Universidad Camilo José Cela (Privada) Facultad de Tecnología y Ciencia Campus de Almagro C/ Almagro, 5 28010 Madrid Tel.: 91 298 01 23 www.ucjc.edu info@ucjc.edu"
Gastronomía,"Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. de Pozuelo a Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 351 03 03 / 91 709 14 00 www.ufv.es info@ufv.es"
Gastronomía e Innovación Culinaria,"Universidad Pontificia Comillas (Privada) C/ Alberto Aguilera, 23 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.edu MOM Culinary Institute C/ Serrano, 95 28006 Madrid"
Empresa y Tecnología / Bachelor of Management and Tecnology,"Universidad Camilo José Cela (Privada) Facultad de Tecnología y Ciencia C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.edu Universidad Carlos III de Madrid (Pública) (en inglés) Facultad de Ciencias Sociales y Jurídicas Campus de Colmenarejo Avda. Universidad Carlos III, 22 28270 Colmenarejo (Madrid) Tel.: 91 624 60 00 www.uc3m.es futuroestudiantes@uc3m.es CUNEF Universidad (Privada) Campus MadridPirineos C/ Pirineos, 55 28040 Madrid Tel.: 91 444 51 61 www.cunef.edu info@cunef.edu"
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),"Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. de Pozuelo a Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 351 03 03 / 91 709 14 00 www.ufv.es info@ufv.esUniversidad Internacional de la Em presa UNIE (Privada) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com Campus Tres Cantos Avda. de España, 4. 28760 Tres Cantos (Madrid) Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com"
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),"Universidad Autónoma de Madrid (Pública) (bilingüe) Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco C/ Francisco Tomás y Valiente, 5 28049 Madrid Tels.. 91 497 62 93 / 28 30 www.uam.es grado.ade.economicas@uam.es"
Inteligencia de Negocios Business Intelligence,"Universidad Alfonso X El Sabio (Privada) (en inglés) Facultad de Estudios Sociales y Lenguas Aplicadas Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad San PabloCEU (Privada) (en inglés) Facultad de Ciencias Económicas y Empresariales Campus Moncloa C/ Julián Romea, 23 28003 Madrid Tel.: 91 456 63 00 www.uspceu.com info.usp@ceu.esDirecciones de los centros donde se imparte la de Grado en Datos y Analítica de Negocios Centro de Estudios Superiores Instituto de Empresa. Centro priva do adscrito a IE University (Privada) (en inglés) Facultad de Ciencias Humanas, Sociales y de Comunicación Paseo de la Castellana, 259 E 28046 Madrid Tel.: 91 568 96 20 www.ie.edu university@ie.edu"
Estadística AplicadaÁrea de Estadística Rama de conocimiento Ciencias Sociales y Jurídicas,"Universidad Complutense de Madrid (Pública) Facultad de Estudios Estadísticos Avda. Puerta de Hierro, s/n Ciudad Universitaria 28040 Madrid Tels.: 91 394 40 04 / 40 64 www.ucm.es pweb@estad.ucm.es"
Estadística y Empresa,"Universidad Carlos III de Madrid (Pública) Facultad de Ciencias Sociales y Jurídicas Campus de Getafe C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es"
Ciencia de los Datos Aplicada,"Universidad Complutense de Madrid (Pública) Facultad de Estudios Estadísticos Avda. Puerta de Hierro, s/n Ciudad Universitaria 28040 Madrid Tels.: 91 394 40 04 / 40 64 www.ucm.es pweb@estad.ucm.es"
Geografía y Ordenación del Territorio,"Universidad Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus de Cantoblanco C/ Francisco Tomás y Valiente, 1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.es Universidad Complutense de Madrid (Pública) Facultad de Geografía e Historia Edificio B Campus Ciudad Universitaria C/ Profesor Aranguren, s/n Ciudad Universitaria 28040 Madrid Tels.: 91 394 57 41 / 43 / 46 www.ucm.es informacion@ucm.es"
Gestión Urbana / Bachelor of Urban Management / Estudios Urbanos,"de Grado en Gestión Urbana Universidad Camilo José Cela (Privada) Facultad de Tecnología y Ciencia Campus Almagro C/ Almagro, 5 28010 Madrid Tel.: 91 298 01 23 www.ucjc.edu info@ucjc.edu Direcciones de los centros donde se imparte la de Grado en Estudios Urbanos Centro de Estudios Superiores Instituto de Empresa. Centro priva do adscrito a IE University (Privada) Facultad de Ciencias Humanas, Sociales y de Comunicación Paseo de la Castellana, 259 E 28046 Madrid Tel.: 91 568 96 20 www.ie.edu university@ie.edu"
Gestión Aeronáutica,"Universidad Autónoma de Madrid (Pública) Facultad de CC. Económicas y Empresariales Campus de Cantoblanco C/ Francisco Tomás y Valiente, 5 28049 Madrid Tel.: 91 497 62 89 www.uam.es grado.ga.economicas@uam.es"
Información y Documentación,"Universidad Complutense de Madrid (Pública) Facultad de Ciencias de la Documentación C/ Santísima Trinidad, 37 28010 Madrid Tels.: 91 394 66 62 / 67 91 www.ucm.es infccdoc@ucm.es"
Lengua de Signos Española y Comunidad SordaÁrea de Lengua de Signos Rama de conocimiento Ciencias Sociales y Jurídicas,"Universidad Rey Juan Carlos (Pública) Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus de Alcorcón Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tels.: 91 488 89 17 / 88 00 www.urjc.es alcorcon.secretariadealumnos@urjc.es Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Madrid Sede Quintana C/ Quintana, 21 28008 Madrid Tel.: 91 488 83 46 www.urjc.es ferraz.secretaria@urjc.es"
Comunicación Audiovisual,"de Grado en Comunicación Audiovisual y Nuevos Medios Universidad Camilo José Cela (Privada) Facultad de Comunicación y Humanidades Campus Villafranca C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.edu ucjc@ucjc.edu Direcciones de los centros donde se imparte la de Grado en Comunicación Audiovisual Universidad de Alcalá (Pública) Facultad de Filosofía y Letras Campus Guadalajara C/ Madrid, 1 19001 Guadalajara Tel.: 91 885 50 00 www.uah.es/facultadfilosofiayletras decanato.fyl@uah.es Universidad Antonio de Nebrija (Privada) Facultad de Comunicación y Artes Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.com Universidad Carlos III de Madrid (Pública) (español o bilingüe) Facultad de Humanidades, Comunicación y Documentación Campus de Getafe C/ Madrid, 133 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias de la Información Campus Ciudad Universitaria Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid Tels.: 91 394 21 12 / 21 20 www.ucm.es secre.alumnos@ccinf.ucm.es 2 3 Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Ciencias de la Comunicación Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad Internacional de la Empresa UNIE (Privada) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.comUniversidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu Universidad Rey Juan Carlos (Pública) Facultad de Ciencias de la Comunicación Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias de la Comunicación Campus Madrid Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.es Universidad San PabloCEU (Privada) Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa Paseo de Juan XXIII, 10 28040 Madrid Tels.: 91 514 04 04 / 91 456 63 00 www.uspceu.com info.usp@ceu.es"
Gestión y Comunicación de la Moda,"Universidad de Diseño, Innovación y Tecnología (UDIT) (Privada) Avda. Alfonso XIII, 97 28016 Madrid Tel.: 91 555 25 28 www.udit.es secretaria.alumnos@udit.es"
Comunicación y Medios Digitales,"de Grado en Periodismo Universidad Antonio de Nebrija (Privada) Facultad de Comunicación y Artes Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.com Universidad Carlos III de Madrid (Pública) (español o bilingüe) Facultad de Humanidades, Comunicación y Documentación Campus de Getafe C/ Madrid, 133 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias de la Información Campus Ciudad Universitaria Avda. Complutense, s/n 28040 Madrid Tels: 91 394 21 20 / 21 12 www.ucm.es secre.alumnos@ccinf.ucm.esUniversidad a Distancia de Madrid – UDIMA (Privada) Facultad Ciencias Sociales y Humanidades Ctra. de La Coruña, Km. 38,500 Vía de servicio, A6 15 28400 Collado Villalba (Madrid) Tels: 91 189 69 99 / 91 856 16 99 / 902 020 003 www.udima.es informa@udima.es Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 madrid.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Ciencias de la Comunicación Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu 8 Universidad Rey Juan Carlos (Pública) (también semipresencial y online) Facultad de Ciencias de la Comunicación Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias de la Comunicación Campus Madrid Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.es Universidad San PabloCEU (Privada) Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa Paseo de Juan XXIII, 10 28040 Madrid Tels.: 91 514 04 04 / 91 456 63 00 www.uspceu.com info.usp@ceu.esDirecciones de los centrosdonde se imparte la de Grado en Periodismo, Comunicación Digital y Nuevos Medios Universidad Internacional de la EmpresaUNIE Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Príncipe de Vergara 108 28002 Madrid Tel.: 91 903 22 01 www.universidadunie.com Direcciones de los centros donde se imparte la de Grado en Comunicación y Medios Digitales Centro de Estudios Superiores Ins tituto de Empresa. Centro privado adscrito a IE University (Privada) (en inglés)Facultad de Ciencias Humanas, Sociales y de ComunicacióN Paseo de la Castellana, 259 E 28046 Madrid Tel.: 91 568 96 20 www.ie.edu university@ie.edu"
Publicidad,"Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Co municación Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Ciencias de la Comunicación Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.esGrado en Publicidad"
Publicidad y Relaciones Públicas,"Universidad Antonio de Nebrija (Privada) Facultad de Comunicación y Artes Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.com Universidad Complutense de Madrid (Pública) Facultad de Ciencias de la Información Campus Ciudad Universitaria Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid Tels.: 91 394 21 12 / 21 20 www.ucm.es secre.alumnos@ccinf.ucm.es Universidad a Distancia de Madrid – UDIMA (Privada) Facultad Ciencias Sociales y Humanidades Ctra. de La Coruña, Km. 38,500 Vía de Servicio, A6 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.es ESIC Universidad (Privada) Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid) Tel.: 91 452 41 0 www.esic.edu/university info.madrid@esic.edu Universidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu Universidad Rey Juan Carlos (Pública) (también semipresencial) Facultad de Ciencias de la Comunicación Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias de la Comunicación Campus Madrid Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.es 11 12 13 Universidad San PabloCEU (Privada) Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa Paseo de Juan XXIII, 10 28040 Madrid Tels.: 91 514 04 04 / 91 456 63 00 www.uspceu.com info@usp@ceu.es"
Publicidad Creativa,"Universidad Camilo José Cela (Privada) Facultad de Comunicación y Humanidades Campus Villafranca C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.edu Director Creativo, Copy, Director de arte, Diseñador Gráfico y Web en Agencias de Pu blicidad y Agencias Digitales. Planificador y Analista de Medios off y online en Agencias de Medios Director de comunicación o publicidad Consultor en comunicación de marca Marketing manager Product manager Brand manager Consultor de marketing on y offline Analista del comportamiento del consumidor Experto en investigación y técnicas de mer cado Responsable del comercio electrónico"
