nombre_grado,universidad,tipo,facultad,direccion,telefonos,webs,emails,campus
Ingeniería en Electrónica y Automática Industrial,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ingeniería en Electrónica y Automática Industrial,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería en Electrónica y Automática Industrial,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 06,www.uned.es,negelectronica@ind.uned.es,Madrid
Ingeniería en Electrónica y Automática Industrial,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels",,91 067 74 24,www.etsidi.upm.es,secretaria.etsidi@upm.es,
Ingeniería en Electrónica y Automática Industrial,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es,Móstoles
Ingeniería en Electrónica y Automática Industrial,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,Alcalá de Henares
Ingeniería Mecánica,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ingeniería Mecánica,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Ingeniería Mecánica,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería Mecánica,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Ingeniería Mecánica,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 08 / 91 398 81 05,www.uned.es,negmecanica@ind.uned.es,Madrid
Ingeniería Mecánica,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tel",,91 336 76 99,www.etsidi.upm.es,informacion.academica@upm.es,
Ingeniería Mecánica,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es,Móstoles
Ingeniería en Industria Conectada,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Ingeniería en Sistemas Industriales,,,,,,,,
Ingeniería en Sistemas Industriales,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,,Villanueva de la Cañada
Ingeniería en Sistemas Industriales,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@uem.esEl,Villaviciosa de Odón
Ingeniería en Sistemas Industriales,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Ingeniería en Tecnologías Industriales,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,Alcalá de Henares
Ingeniería en Tecnologías Industriales,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Ingeniería en Tecnologías Industriales,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería en Tecnologías Industriales,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",,www.uned.es,negociado_alumnos@ind.uned.es,Madrid
Ingeniería en Tecnologías Industriales,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad,"C/ José Gutierrez Abascal, 2 28006 Madrid",91 067 67 24,www.etsii.upm.es,secretaria.industriales@upm.es,Madrid
Ingeniería en Tecnologías Industriales,Universidad Pontificia Comillas ICAIICADE,Privada,Escuela Técnica Superior de Ingeniería (ICAI),"C/ Alberto Aguilera, 25 28015 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Ingeniería en Tecnologías Industriales,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es,Móstoles
Ingeniería de la Energía,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería de la Energía,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ Ríos Rosas, 21 28003 Madrid",91 067 66 02 / 91 067 67 24,www.etsii.upm.es | www.minasyenergia.upm.es,gia@upm.esEscuela | secretaria.industriales@upm.es,Madrid
Ingeniería de la Energía,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ José Gutiérrez Abascal, 2 28006 Madrid",91 067 66 02 / 91 067 67 24,www.etsii.upm.es | www.minasyenergia.upm.es,gia@upm.esEscuela | secretaria.industriales@upm.es,Madrid
Ingeniería de la Energía,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es,Móstoles
Ingeniería de la Energía,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 04,www.uned.es,negelectricidad@iud.uned.es,Madrid
"Ingeniería de los Recursos Energéticos, Combustibles y Explosivos",Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ Ríos Rosas, 21 28003 Madrid",91 067 66 02,www.minasyenergia.upm.es,gia@upm.es,Madrid
Ingeniería en Tecnología Minera Estos,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ Ríos Rosas, 21 28003 Madrid",91 067 66 02,www.minasyenergia.upm.es,gia@upm.es,Madrid
Ingeniería Geológica,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Geológicas Ciudad Universitaria,"C/ José Antonio Novais, 12 28040 Madrid",91 394 48 37,www.ucm.es,infoweb@geo.ucm.es,Madrid
Ingeniería Geológica,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ Ríos Rosas, 21 28003 Madrid",91 067 66 02,www.minasyenergia.upm.es,gia@upm.es,Madrid
Ingeniería Matemática,Universidad Alfonso X El Sabio,Privada,Escuela Poltécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ingeniería Matemática,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Matemáticas,"Pza. de Ciencias, 3. Ciudad Universitaria 28040 Madrid",91 394 46 00,www.ucm.es,informacion@ucm.es,Madrid
Ingeniería Matemática,,,Escuela Politécnica Superior,"C/ Pirineos,55 28040 Madrid",91 444 51 61,www.cunef.edu,info@cunef.edu,Madrid
Ingeniería Matemática,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Ingeniería Matemática,Universidad Pontificia Comillas,Privada,Escuela Técnica Superior de Ingeniería,"C/ Alberto Aguilera, 25 28015 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Ingeniería Matemática,Universidad San Pablo CEU,Privada,Escuela Politécnica Superior Campus Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 40 35,www.uspceu.com,info.usp@ceu.es,Alcorcón
Ingeniería en Matemática Aplicada al Análisis de Datos,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Matemática Computacional,,,,,,,,
Matemática Computacional,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Matemática Computacional,,,,"C/ Playa de Liencres, 2 bis Parque Europa Empresarial Edificio Madrid 28290 Las Rozas (Madrid)",900 37 33 79,www.utad.com,info@utad.com,Las Rozas
Ingeniería de Materiales,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Físicas Campus de Ciudad Universitaria,"Pza. de Ciencias, 1. Ciudad Universitaria 28040 Madrid",91 394 46 27,www.ucm.es,infofisicas@ucm.es,Madrid
Ingeniería de Materiales,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de,"Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid",91 067 42 90,www.materiales.upm.es,acceso.universidad@upm.es,Madrid
Ingeniería de Materiales,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimenta les y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es,Móstoles
Ingeniería Electrónica de Comunicaciones,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico Ctra,,91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,
Ingeniería Electrónica de Comunicaciones,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Físicas Campus Ciudad Universitaria,"Pza. de Ciencias,1 28040 Madrid",91 394 46 48,www.ucm.es,infofisicas@ucm.es | informacion@ucm.es,Madrid
Ingeniería Electrónica de Comunicaciones,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur,"C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid",91 067 32 24,www.etsist.upm.es,secrealumnos.etsist@upm.es,Madrid
Ingeniería de Comunicaciones Móviles y Espaciales,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería en Sistemas Audiovisuales y Multimedia,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, nº 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería en Sistemas de Telecomunicación,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico Ctra,,91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,
Ingeniería en Sistemas de Telecomunicación,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Ingeniería en Sistemas de Telecomunicación,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur Ctra,,91 067 32 34,www.etsist.upm.es,info.etsist@upm.es | secrealumnos.etsist@upm.es,
Ingeniería en Sistemas de Telecomunicación,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, nº 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería en Sistemas de Telecomunicación,Universidad San PabloCEU,Privada,Escuela Politécnica Superior Campus Montepríncipe 28925 Alcorcón (Madrid) Tels,,91 372 40 35,www.uspceu.com,info.usp@ceu.es,
Ingeniería de Sonido e Imagen,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería de Sonido e Imagen,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur,"C/ Nikola Tesla, s/n 28031 Madrid",91 067 32 24,www.etsist.upm.es,secrealumnos.etsist@upm.es,Madrid
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico Ctra,,91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad Pontificia Comillas,Privada,Escuela Técnica Superior de Ingeniería (ICAI),"C/ Alberto Aguilera, 25 28015 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad Autónoma de Madrid,Pública,Escuela Politécnica Superior Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 11 28049 Madrid",91 497 22 23,www.uam.es,informacion.eps@uam.es,Madrid
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad a Distancia de Madrid UDIMA,Privada,Escuela de Ciencias Técnicas e Ingeniería Ctra,,902 02 00 03 / 91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Ingeniería de Tecnologías y Servicios de Telecomunicación,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus de Ciudad Universitaria,"Avda. Complutense, 30 28040 Madrid",91 067 19 00,www.etsit.upm.es,informacion.academica@upm.es | secretaria.alumnos@etsit.upm.es,Madrid
Ingeniería Telemática,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus Científico Tecnológico Ctra,,91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es,
Ingeniería Telemática,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería Telemática,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur,"C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid",91 067 32 24,www.etsist.upm.es,secrealumnos.etsist@upm.es,Madrid
Ingeniería Telemática,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es,etsit.director@urjc.es | etsit.sec.academica@urjc.es,Fuenlabrada
Ingeniería y Sistemas de Datos,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Moncloa,"Avda. Complutense, nº 30 28040 Madrid",91 067 19 00 / 91 067 32 00,www.etsit.upm.es,informacion.academica@upm.es,Madrid
Ingeniería y Sistemas de Datos,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Moncloa,C/ Nikola Tesla s/n 28031 Madrid,91 067 19 00 / 91 067 32 00,www.etsit.upm.es,informacion.academica@upm.es,Madrid
Ingeniería de Computadores,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico Ctra,,91 885 65 18,,secalum.politecnica@uah.es,
Ingeniería de Computadores,Universidad Complutense de Madrid,Pública,Facultad de Informática,"C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid",91 394 75 02,www.ucm.es,salfdi@ucm.es,Madrid
Ingeniería de Computadores,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid",91 067 35 24,www.etsist.upm.es,negociado.alumnos.etsisi@upm.es,Madrid
Ingeniería de Computadores,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 664 74 35,www.urjc.es,mostoles.secretariadealumnos@urjc.es,Móstoles
Ingeniería Informática,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico Ctra,,91 885 65 18,www.etsii.uah.es,secalum.politecnica@uah.es,
Ingeniería Informática,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ingeniería Informática,Universidad Autónoma de Madrid,Pública,Escuela Politécnica Superior Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 11 28049 Madrid",91 497 22 23,www.uam.es,informacion.eps@uam.es,Madrid
Ingeniería Informática,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.es,Madrid
Ingeniería Informática,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia,"C/ Almagro, 5 28010 Madrid",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Madrid
Ingeniería Informática,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Leganés
Ingeniería Informática,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. Gregorio PecesBarba Martínez, 22 28270 Colmenarejo (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Colmenarejo
Ingeniería Informática,Universidad Complutense de Madrid,Pública,Facultad de Informática Campus de Moncloa,"C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid",91 394 75 02,www.ucm.es,salfdi@ucm.es,Madrid
Ingeniería Informática,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Ingeniería Informática,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Ingeniería Informática,Universidad a Distancia de Madrid UDIMA,Privada,Escuela de Ciencias Técnicas e Ingeniería Ctra,,902 02 00 03 / 91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Ingeniería Informática,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Informáticos Campus Ciudad Universitaria,"C/ Juan del Rosal, 16 28040 Madrid",91 398 73 02,www.uned.es,alumnosinformamtica@adm.uned.es,Madrid
Ingeniería Informática,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informaticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid",91 067 35 24,www.etsist.upm.es,negociado.alumnos.etsisi@upm.es,Madrid
Ingeniería Informática,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 488 79 27 / 91 664 74 35,www.urjc.es,madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Móstoles
Ingeniería Informática,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"Paseo Artilleros, s/n 28032 Madrid",91 488 70 26 / 91 488 79 27 / 91 664 74 35,www.urjc.es,madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Madrid
Ingeniería Informática,,,Escuela Politécnica Superior,"C/ Pirineos,55 28040 Madrid",91 444 5161 / 91 903 22 01,www.cunef.edu | www.universidadunie.com,admisiones.grado@universidadunie.com | info@cunef.edu,Madrid
Ingeniería Informática,,,Escuela Politécnica Superior,"C/ Arapiles, 14. 28015 Madrid",91 444 5161 / 91 903 22 01,www.cunef.edu | www.universidadunie.com,admisiones.grado@universidadunie.com | info@cunef.edu,Madrid
Ingeniería Informática,,,Escuela Politécnica Superior,"Avda. de España, 4 28760 Tres Cantos (Madrid)",91 444 5161 / 91 903 22 01,www.cunef.edu | www.universidadunie.com,admisiones.grado@universidadunie.com | info@cunef.edu,Tres Cantos
Ingeniería Informática Biomédica,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia,"C/ Almagro, 5 28010 Madrid",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Madrid
Ingeniería de Sistemas de Información,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid",91 067 35 24,www.etsist.upm.es,negociado.alumnos.etsisi@upm.es,Madrid
Ingeniería de Sistemas de Información,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus Científico Tecnológico Ctra,,91 885 65 18,www.etsii.uah.es,secalum.politecnica@uah.es,
Ingeniería de Sistemas de Información,Universidad CEU San Pablo,Privada,Escuela Politécnica Superior Campus Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 40 35,www.uspceu.com,info.usp@ceu.es,Alcorcón
Tecnologías para la Sociedad de la Información,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Informáticos Campus Ciudad Universitaria,"C/ Juan del Rosal, 16 28040 Madrid",91 398 73 02,www.uned.es,alumnosinformatica@adm.uned.es,Madrid
Tecnologías para la Sociedad de la Información,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid",91 067 35 24,www.etsist.upm.es,negociado.alumnos.etsisi@upm.es,Madrid
Ingeniería del Software,Universidad Complutense de Madrid,Pública,Facultad de Informática Campus de Moncloa,"C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid",91 394 75 02,www.ucm.es,salfdi@ucm.es,Madrid
Ingeniería del Software,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur,"C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid",91 067 35 24,www.etsist.upm.es,negociado.alumnos.etsisi@upm.es,Madrid
Ingeniería de la Ciberseguridad,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Ingeniería de la Ciberseguridad,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 664 74 35,www.urjc.es,mostoles.secretariadealumnos@urjc.es,Móstoles
Matemáticas e Informática,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Informáticos Campus de Montegancedo 28660 Boadilla del Monte (Madrid) Tels,,91 067 27 24,www.etsist.upm.es,secretaria@fi.upm.es,
Ingeniería en Tecnologías para Animación y Videojuegos,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Informáticos Campus de Montegancedo 28660 Boadilla del Monte (Madrid) Tels,,91 067 27 24,www.etsist.upm.es,secretaria@fi.upm.es,
Diseño y Desarrollo de Videojuegos,Universidad Complutense de Madrid,Pública,Facultad de Informática Campus Moncloa,"C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid",91 394 75 02,www.ucm.es,salfdi@ucm.es,Madrid
Diseño y Desarrollo de Videojuegos,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 488 79 27 / 91 664 74 35,www.urjc.es,madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Móstoles
Diseño y Desarrollo de Videojuegos,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles,"Paseo Artilleros, s/n 28032 Madrid",91 488 70 26 / 91 488 79 27 / 91 664 74 35,www.urjc.es,madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Madrid
